squad,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_def,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_def,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Liverpool,14.0,50.0,1.0,11.0,90.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,5.0,3.0,5.0,2.0,2.0,1.8,2.02,1.81,3.84,2.02,3.84,1.0,1.0,90.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.33,1.0,1.02,6.0,9.0,66.7,22.0,4.0,22.7,32.6,8.0,50.0,45.8,12.0,0.0,0.0,2.0,2.0,24.3,19.0,6.0,1.0,31.6,19.0,6.0,0.16,0.5,0.11,1.0,1.0,452.0,552.0,81.9,9848.0,3209.0,150.0,164.0,91.5,213.0,251.0,84.9,88.0,123.0,71.5,0.2,13.0,34.0,14.0,4.0,44.0,508.0,44.0,5.0,2.0,67.0,20.0,14.0,11.0,1.0,8.0,0.0,392.0,52.0,108.0,125.0,366.0,21.0,19.0,7.0,0.0,7.0,29.0,9.0,26.0,26.0,20.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,17.0,9.0,3.0,9.0,5.0,8.0,20.0,40.0,12.0,173.0,46.0,26.6,34.0,70.0,69.0,9.0,2.0,0.0,7.0,12.0,13.0,0.0,652.0,53.0,179.0,316.0,195.0,44.0,607.0,9.0,21.0,42.9,10.0,0.0,416.0,1821.0,1075.0,48.0,12.0,7.0,526.0,452.0,85.9,12.0,9.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,83.0,17.0,10.0,63.0
Manchester City,14.0,66.0,1.0,11.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,1.4,1.91,1.36,3.27,1.91,3.27,1.0,1.0,90.0,1.0,1.0,2.0,1.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.28,-0.4,-0.44,4.0,6.0,66.7,16.0,6.0,31.3,34.9,6.0,16.7,35.2,3.0,0.0,0.0,2.0,2.0,21.4,18.0,4.0,1.0,22.2,18.0,4.0,0.0,0.0,0.11,-1.9,-1.9,476.0,570.0,83.5,8783.0,2687.0,201.0,228.0,88.2,212.0,234.0,90.6,56.0,87.0,64.4,-1.4,13.0,39.0,14.0,2.0,45.0,521.0,49.0,13.0,0.0,49.0,18.0,19.0,11.0,2.0,3.0,2.0,416.0,72.0,82.0,226.0,287.0,22.0,17.0,6.0,0.0,3.0,21.0,15.0,31.0,31.0,24.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,6.0,10.0,2.0,4.0,15.0,26.7,11.0,59.0,22.0,37.3,16.0,28.0,15.0,12.0,6.0,1.0,6.0,5.0,17.0,1.0,676.0,38.0,148.0,360.0,227.0,43.0,629.0,12.0,19.0,63.2,12.0,2.0,490.0,2687.0,1706.0,79.0,23.0,12.0,543.0,476.0,87.7,10.0,14.0,0.0,8.0,11.0,1.0,0.0,0.0,0.0,91.0,19.0,13.0,59.4
Manchester Utd,14.0,49.0,1.0,11.0,90.0,5.0,5.0,0.0,0.0,1.0,0.0,5.0,5.0,10.0,5.0,10.0,1.5,1.5,1.4,1.47,1.41,2.88,1.47,2.88,1.0,1.0,90.0,1.0,1.0,3.0,2.0,66.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.2,-0.4,-0.39,9.0,13.0,69.2,23.0,3.0,17.4,23.4,12.0,75.0,45.4,10.0,0.0,0.0,0.0,0.0,12.0,16.0,8.0,0.0,50.0,16.0,8.0,0.31,0.63,0.09,3.5,3.5,359.0,443.0,81.0,6900.0,2589.0,158.0,184.0,85.9,146.0,172.0,84.9,48.0,71.0,67.6,3.6,14.0,28.0,12.0,1.0,31.0,385.0,58.0,12.0,5.0,90.0,15.0,6.0,5.0,2.0,3.0,0.0,306.0,66.0,71.0,128.0,262.0,14.0,27.0,9.0,2.0,7.0,21.0,9.0,26.0,26.0,24.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,3.0,7.0,2.0,4.0,11.0,36.4,7.0,158.0,38.0,24.1,24.0,83.0,51.0,13.0,2.0,0.0,11.0,17.0,27.0,0.0,575.0,69.0,182.0,292.0,148.0,20.0,520.0,19.0,33.0,57.6,21.0,2.0,361.0,2198.0,1353.0,49.0,15.0,4.0,429.0,359.0,83.7,15.0,12.0,0.0,11.0,9.0,2.0,0.0,0.0,0.0,71.0,11.0,6.0,64.7
Newcastle Utd,14.0,47.0,1.0,11.0,90.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,2.0,4.0,1.4,1.4,1.0,1.45,1.01,2.46,1.45,2.46,1.0,1.0,90.0,4.0,4.0,7.0,3.0,42.9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.1,0.31,-0.9,-0.9,4.0,9.0,44.4,17.0,4.0,23.5,27.9,10.0,50.0,43.5,5.0,0.0,0.0,0.0,0.0,9.7,17.0,3.0,0.0,17.6,17.0,3.0,0.12,0.67,0.09,0.6,0.6,363.0,449.0,80.8,7245.0,2187.0,138.0,152.0,90.8,170.0,195.0,87.2,50.0,90.0,55.6,1.0,12.0,28.0,10.0,6.0,19.0,406.0,43.0,5.0,0.0,37.0,10.0,18.0,7.0,6.0,1.0,0.0,321.0,42.0,86.0,135.0,272.0,16.0,16.0,4.0,1.0,13.0,4.0,6.0,23.0,23.0,16.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,8.0,3.0,2.0,5.0,13.0,38.5,8.0,144.0,43.0,29.9,67.0,50.0,27.0,20.0,7.0,1.0,13.0,6.0,21.0,0.0,560.0,74.0,201.0,246.0,150.0,29.0,517.0,10.0,14.0,71.4,11.0,0.0,372.0,2145.0,1261.0,46.0,17.0,3.0,419.0,363.0,86.6,11.0,15.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,85.0,15.0,23.0,39.5
Norwich City,14.0,50.0,1.0,11.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,1.41,1.04,2.45,1.41,2.45,1.0,1.0,90.0,3.0,3.0,6.0,3.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.6,0.27,-1.4,-1.4,7.0,21.0,33.3,36.0,4.0,50.0,37.1,8.0,37.5,32.5,11.0,0.0,0.0,1.0,1.0,11.4,15.0,4.0,0.0,26.7,15.0,4.0,0.0,0.0,0.12,-1.4,-1.4,454.0,540.0,84.1,8888.0,2733.0,182.0,201.0,90.5,184.0,200.0,92.0,72.0,117.0,61.5,-1.0,11.0,21.0,5.0,3.0,21.0,494.0,46.0,14.0,2.0,86.0,14.0,14.0,3.0,2.0,1.0,0.0,389.0,54.0,97.0,181.0,317.0,14.0,17.0,5.0,2.0,7.0,11.0,7.0,19.0,19.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,13.0,7.0,0.0,11.0,21.0,52.4,10.0,125.0,42.0,33.6,56.0,43.0,26.0,16.0,7.0,1.0,9.0,30.0,30.0,0.0,677.0,111.0,324.0,286.0,94.0,18.0,633.0,10.0,20.0,50.0,12.0,0.0,454.0,2034.0,1142.0,33.0,5.0,5.0,519.0,454.0,87.5,13.0,9.0,0.0,4.0,14.0,2.0,0.0,0.0,0.0,72.0,10.0,17.0,37.0
Southampton,14.0,52.0,1.0,11.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.7,0.7,0.7,0.73,0.68,1.41,0.73,1.41,1.0,1.0,90.0,3.0,3.0,6.0,3.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.7,0.61,0.7,0.69,5.0,19.0,26.3,19.0,5.0,52.6,47.1,10.0,90.0,68.5,13.0,2.0,15.4,0.0,0.0,9.5,6.0,3.0,0.0,50.0,6.0,3.0,0.17,0.33,0.12,0.3,0.3,283.0,407.0,69.5,5461.0,1924.0,122.0,149.0,81.9,110.0,144.0,76.4,45.0,94.0,47.9,0.3,4.0,23.0,6.0,2.0,27.0,347.0,60.0,12.0,1.0,42.0,11.0,11.0,8.0,6.0,2.0,0.0,226.0,61.0,120.0,95.0,234.0,28.0,26.0,6.0,0.0,10.0,11.0,9.0,7.0,7.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,11.0,8.0,5.0,7.0,19.0,36.8,12.0,161.0,34.0,21.1,62.0,71.0,28.0,15.0,3.0,0.0,12.0,10.0,28.0,0.0,541.0,52.0,170.0,242.0,156.0,25.0,482.0,13.0,27.0,48.1,16.0,3.0,286.0,1470.0,855.0,43.0,11.0,6.0,370.0,283.0,76.5,14.0,11.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,99.0,20.0,21.0,48.8
Tottenham,14.0,35.0,1.0,11.0,90.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.3,1.3,0.8,1.3,0.76,2.05,1.3,2.05,1.0,1.0,90.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.07,0.3,0.29,13.0,23.0,56.5,17.0,1.0,88.2,51.9,10.0,80.0,54.7,11.0,0.0,0.0,0.0,0.0,14.5,14.0,2.0,0.0,14.3,14.0,2.0,0.07,0.5,0.09,-0.3,-0.3,240.0,316.0,75.9,5030.0,2070.0,99.0,112.0,88.4,92.0,111.0,82.9,41.0,79.0,51.9,0.2,11.0,20.0,6.0,0.0,28.0,276.0,40.0,9.0,0.0,21.0,7.0,6.0,3.0,0.0,3.0,0.0,188.0,42.0,86.0,63.0,210.0,16.0,17.0,1.0,1.0,4.0,4.0,6.0,21.0,21.0,15.0,2.0,0.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,12.0,8.0,1.0,7.0,19.0,36.8,12.0,133.0,38.0,28.6,67.0,51.0,15.0,21.0,6.0,0.0,15.0,23.0,22.0,0.0,445.0,70.0,153.0,197.0,121.0,19.0,408.0,9.0,15.0,60.0,11.0,0.0,237.0,1204.0,669.0,25.0,11.0,1.0,296.0,240.0,81.1,13.0,14.0,0.0,11.0,8.0,3.0,0.0,0.0,0.0,65.0,13.0,19.0,40.6
Watford,14.0,38.0,1.0,11.0,90.0,3.0,2.0,0.0,0.0,3.0,0.0,3.0,2.0,5.0,3.0,5.0,1.2,1.2,0.9,1.21,0.92,2.14,1.21,2.14,1.0,1.0,90.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8,0.78,-0.2,-0.24,7.0,18.0,38.9,24.0,5.0,50.0,41.6,8.0,75.0,55.3,13.0,1.0,7.7,0.0,0.0,11.2,13.0,7.0,0.0,53.8,13.0,7.0,0.23,0.43,0.1,1.8,1.8,247.0,340.0,72.6,5524.0,2015.0,82.0,99.0,82.8,112.0,138.0,81.2,51.0,97.0,52.6,1.1,11.0,17.0,3.0,0.0,25.0,295.0,45.0,15.0,0.0,37.0,14.0,7.0,2.0,1.0,1.0,0.0,170.0,59.0,111.0,74.0,206.0,22.0,17.0,6.0,0.0,13.0,14.0,5.0,22.0,22.0,15.0,1.0,3.0,1.0,2.0,2.0,5.0,5.0,3.0,0.0,0.0,1.0,1.0,1.0,13.0,9.0,9.0,4.0,0.0,3.0,20.0,15.0,17.0,127.0,36.0,28.3,45.0,67.0,15.0,9.0,2.0,0.0,7.0,13.0,23.0,0.0,447.0,75.0,224.0,169.0,78.0,18.0,406.0,13.0,19.0,68.4,14.0,4.0,254.0,1419.0,903.0,35.0,10.0,9.0,317.0,247.0,77.9,12.0,12.0,0.0,18.0,13.0,0.0,0.0,1.0,0.0,88.0,18.0,16.0,52.9
West Ham,14.0,53.0,1.0,11.0,90.0,4.0,3.0,0.0,1.0,0.0,0.0,4.0,3.0,7.0,4.0,7.0,2.2,1.9,1.8,2.24,1.8,4.04,1.94,3.74,1.0,1.0,90.0,2.0,2.0,3.0,1.0,33.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,0.51,-0.5,-0.48,8.0,20.0,40.0,20.0,2.0,65.0,46.7,11.0,63.6,49.8,17.0,1.0,5.9,0.0,0.0,9.0,17.0,7.0,1.0,41.2,17.0,7.0,0.24,0.57,0.11,1.8,2.1,420.0,514.0,81.7,8363.0,2596.0,163.0,180.0,90.6,188.0,216.0,87.0,62.0,98.0,63.3,1.2,12.0,34.0,10.0,1.0,42.0,469.0,45.0,3.0,0.0,105.0,12.0,12.0,6.0,2.0,2.0,2.0,369.0,59.0,86.0,142.0,319.0,11.0,21.0,5.0,2.0,11.0,6.0,13.0,29.0,29.0,19.0,2.0,3.0,3.0,2.0,2.0,7.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,18.0,12.0,11.0,5.0,2.0,3.0,14.0,21.4,11.0,133.0,41.0,30.8,62.0,50.0,21.0,11.0,5.0,0.0,6.0,4.0,23.0,0.0,616.0,72.0,184.0,261.0,214.0,32.0,569.0,7.0,13.0,53.8,8.0,0.0,408.0,2180.0,1304.0,60.0,17.0,7.0,502.0,420.0,83.7,8.0,8.0,0.0,3.0,4.0,2.0,1.0,0.0,0.0,81.0,23.0,15.0,60.5
Wolves,14.0,44.0,1.0,11.0,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.9,1.1,0.94,2.03,1.1,2.03,1.0,1.0,90.0,1.0,1.0,5.0,4.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6,0.31,0.6,0.55,2.0,6.0,33.3,17.0,5.0,29.4,34.8,3.0,33.3,34.7,3.0,0.0,0.0,1.0,1.0,12.0,17.0,3.0,0.0,17.6,17.0,3.0,0.0,0.0,0.06,-1.1,-1.1,380.0,459.0,82.8,8786.0,2622.0,110.0,126.0,87.3,178.0,199.0,89.4,90.0,119.0,75.6,-0.9,13.0,28.0,9.0,2.0,39.0,418.0,41.0,11.0,1.0,24.0,29.0,12.0,4.0,1.0,2.0,1.0,312.0,73.0,74.0,172.0,238.0,13.0,21.0,10.0,4.0,10.0,8.0,14.0,27.0,27.0,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,14.0,9.0,1.0,7.0,17.0,41.2,10.0,173.0,46.0,26.6,71.0,79.0,23.0,7.0,2.0,0.0,5.0,20.0,21.0,0.0,582.0,61.0,224.0,264.0,136.0,28.0,545.0,22.0,35.0,62.9,24.0,1.0,377.0,1857.0,1113.0,43.0,12.0,8.0,444.0,380.0,85.6,14.0,7.0,0.0,10.0,6.0,4.0,0.0,0.0,0.0,73.0,10.0,11.0,47.6
